,label,content
392,1,"바이든효과로 명년1월까지는 코스피쭉오르니  그냥사세요 외인따라사세요...외국인은 삼성전자 ,엘지화학,하이닉스 바게안사요..  그냥따라사세요외인을 따라만가면 수입해요.간단해요 돈을그냥 땅에서줏는거에요.10년에한번이요이런일"
393,-1,근데 낼~ 70700언까지 사정권 맞나 ?  오늘 밤 나스닥만 좀 거들어주면 될거 같은데  ㅋ~
394,-1,삼전이 폭락하면  ?재앙이 탄핵될까요?
395,1,"삼전 주주로 삼전제품에 올인 오르지 삼성 가전제품부터 핸드폰 PC까지 우리집안은 삼성제품으로 도배하고 주식한주도 안팔고 분할매수로 자동차1대값인데 2대값이 될까지 장기투자가 답이다 ,"
396,1,가즈아 칠만전자
397,-1,삼전 330만원이 넘었다
398,-1,!! 삼성전자여 !!! 정확히 1998년 12월 이가격이였음  그로부터 12년 후 10월 200넘은 가격에 분할했지!!  다시 10년을 달려가는구나~~~ 존버는 승리한다 
399,1,낼7만원가까이가자 수요일넘어가고
400,1,오늘 전량 익절하였읍니다 다시 평단 5만 아래서 먹을 기회 올까요?ㅋ
401,-1,존버해서 부자됩시다!!! 아 제발 팔지말거 기다리세요. 제~~발 진짜 !!!! 참을성이 없어 ~ 증말
402,-1,부자가 되는 가장 빠른 길 우연히 앱을 하나 발견 했는데 큰 도움이 되어서 추천 해드리려구요^^  '부자들의 성공 조건' 이라는 앱인데   부자의 마인드를 배우고 재산을 늘리는데 너무 큰 도움을 받아서 여러분들께도 추천 드립니다~
403,-1,"증거인멸 범인들 잇달아 체포! 트럼프, ""쇼 타임!  https://youtu.be/Emje2dG3QX8  증거인멸 범인들 잇달아 체포! 트럼프, ""쇼 타임! "
404,1,삼성중공우 상한가 3방 간다 ㅋㅋㅋㅋㅋ
405,-1,[삭제된 게시물의 답글]12월에 주가 폭락하면 차라리 수학문제를 풀어라
406,-1,[삭제된 게시물의 답글]12월에 주가 폭락하면 날씨가  추워서그런지   지랄병하는   놈들이많구나   한심한새끼들
407,1,7만원까지 3% 올 연말까지 충분하다
408,0,내가 익절할 수 있었던 이유 확실한 것만 보고 간다  http://m.site.naver.com/0ISsL
409,-1,내래  죄용이의                         감방행을   기원합네다
410,-1,6만원 아래로 내려갈때까지 삼성 불매함 갤럭시 버즈랑 갤럭시 탭A7 사려했다가 샤오미 이어폰과 화웨이 미디어패드 태블릿 사기로 할겁니다  저점매수 못해서 아쉬우니 불매해야겠다
411,-1,디데이 28일전 미국 대선에서 패한 트럼프가 분노하며 복수로 세계 주식시장를 붕괴 시키기위해 엄청난 계획을 준비 하고있다. 유튜브 공유 https://www.youtube.com/watch?v=3kMw-itimqM&feature=share
412,1,이제 횡보또는 우하향 그래프다 배당금도 다 줬고 호재도 다 반영됐고 이 무거운 주식이 더 올라갈수는 없다 찬티들 그만 찬양해라 끝났다~
413,1,좃국아 서울대 개.잡.쓰.래.기 투표1위 해명즘
414,-1,뭐꼬  이거
415,-1,글내용이말도안되면댓글찬성반대 표시말고읽디도맙시다 읽어주니더설치는것같음
416,-1,●반도체 생산 100배 프로텍 갱본더● ●반도체 생산 100배 프로텍 갱본더●
417,1,아니 또 올랐누 삼전이? 10% 떡상이네 몇일전에 5% 올랐는데  주식 안하는 사람만 바보노
418,-1,이재용 넌 나한테 절해야겠다 내말 따라 사잖아 개미들이
419,-1,드뎌 내일이 칠만전자되는 날이냐 ㅎㅎ
420,1,이상한 애들 말에 신경쓰지 말고 용돈삼아 저축해 두거라 
421,1,아니 오늘같은날 왜 파냐고 진짜  개인 이 OOO 아 왜 안팔고 있음   7만 가잖아
422,1,제대로된 글을 씁시다.  이상하게 다른 종토방은 주식에 관련된 글이 많은데 삼전방은 정치 얘기가 많네요.  참 들어오고 싶지 않고 거부감이 드네요.  종토방에 맞는 제대로된 글들을 올렸으면 좋겠네요 ㅠㅠ
423,-1,낼 갭상요 곱버스충+폭락충 멸종의날이네요~ 수고하십쇼
424,-1,공포심리 내일 또오를듯 주식게시판글은 안읽는게 나음
425,1,이재용 상속세 ㅋㅋㅋㅋㅋ 상속세 엄청나게 내겠네...ㅋㅋㅋ  3만 전자일 때 잘 하지...  완전히 기회는 날아갔고....  삼성물산이나 삼성생명 주가가 삼성전자에 비해 너무 낮아서..  지금 관리해서 한다고 해도 따라잡기는 어려울 듯  ㅋㅋㅋㅋㅋㅋㅋㅋ
426,1,삼성전자 주식 종목 분석 및 상승여력 전망  https://tv.naver.com/v/13208527
427,-1,jins*** 니는 나만 갖구 그러니 ㅋ 개돼지라 만만히 보여? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ jins**** 정치예기 하지마 시키야!
428,-1,삼성전자 50만원 갈까요? ㅡ
429,1,여긴 단타 치는 곳 5만원에서 6만원선에 있고 우량주라 급등락도 없어서 편하게 넣다가 단타 치기 딱 좋은 곳
430,-1,개미 완승.. 이대로  쭉...
431,1,시총400조  대단하다. 
432,0,17년 때가 더 잘 벌엇는데 왜 지금이 주가가 더 높음? 사기다 사기~~  탈출해~~~~~~~~~
433,-1,배당금 먹을라고넣었는데 많이올랐네 ㅎㅎ 난 욕심없네요 적금보다낮다생각해서 들어왔는데  벌써 수익율이... 후덜덜 그냥 쭉~~~가지고갑니다 배당금 받으실분오세요
434,1,내일 삼전~~7자로^^ 벌써 7만이 성큼 닦아오네요~~몽땅 삼전에 올인하자
435,-1,"폴라리스 쥑인다 19일 30원  오늘0시 5,000원  현재가 3,800원  거래대금 빗썸 기준 5천억"
436,-1,25살 삼전으로 3000넣고 현재 22프로수익률이면 상타치인가요? 660만수익 이네요
437,-1,"페이스북, 바이든 프로필에 당선인 삭제 바이든 정권인수팀 사무실 세 얻고 활동하는데 필요 자금 부족하여   클라우드펀드 모금에 들어간답니다   당선인이라면서 돈이 모자란다?   부정선거 증거가 폭증하고   점점 바이든이 불리해지고 대세가 트럼프쪽으로 기울자   빅테크 등 돈줄들이 바이든 지원을 중단한듯하다는 분석이 나오고 있습니다  "
438,1,코로나이용해서정치하면 국민들이 좋아할것같으냐? 교통사고 산업재해로 뒈지는늠이 더 많다 교통사고 난다고 차량운행정지 시킬래? 산업재해 난다고  공사장 공장 문닫게 할래?  코로나로 비실대는 몇늠 뒈진다고 전국민 굶겨죽일샘이냐?
439,1,매도기회 서거
440,-1,특보 연말 지수 3000찍는다는 전문가 견해 방송에 나옴 걍 가는구나 ㅎㅎ
441,1,폴라리스냐 리플이냐 현재 폴라 대승  어제 입성한자 경축 700프로 수익  19일 입성자 1만7천프로 수익 축하  리플 이제 출발  낼 예상 수익률 백프로 예상  모든돈은 코인으로 모이는중  
442,-1,"""석달 내 재앙 닥친다""… 손정의 현금 늘렸다  ""석달 내 재앙 닥친다"" 오또캐"
443,-1,외인들 오늘은 토나오게 사네 얼마나 더 갈지
444,1,어차피 국정감사고 뭐고 쇼야 쇼  세금달라고  그러고 밤에 나와서 집에가서 치킨시켜먹는다 다알자나
445,1,연말 9~10만원 간다 진짜루
446,-1,이제 주식장 열립니다! 뒤에뷰터 틀니걷어 앞으로 전달!! 정치글 금지!!
447,-1,이재용 입니다 야이 시 불 럼들아 상속세 졸라 내야긋다
448,1,불타오르네~~~ 야호~~~
449,-1,외인 그들만의  잔치   이제   조심할때다
450,1,삼전 내년에 기대된다 대한민국의주식 화이팅 사랑합니다
451,0,"후회하고 있을때 사 미래의 손자한테  할아버지,할머니는 왜 삼성전자 안삿어..?  이 소리 듣지말고"
452,1,삼전 오늘 7만원 달성하라고 외인한태 주문했다 내말대루 무지막지하게 매수 합니다 기대하라
453,1,씹 만전자 가자 씹만원 고고
454,-1,삼전 거품 ㅅㅂ 진짜 장난아니네
455,1,풍악을 울려라~~~~ 영차~ 영차~  쭉쭉 올라가자~~ 쭉쭉쭉~~~
456,1,7만 전자에 도달 한다면 역사적인 날인듯 싶네요   7만 전자도 제대로된 평가는 아니라고 생각하지만. 
457,1,기다려봐~ 지금 팔면 호구여~ 자꾸 들여다 보지 말고 다른일에 집중하다가 가끔 한 번 와봐. 앞 자리가 1로 바뀌어 있을 거야.  늦어도 내년 초에는 10만 가있을 거다.
458,1,코스피 차트 삼성이 만드는구나. 아주 부럽고 멋집니다. 5만원대 비싸다고 구경만 하다 이제라도 들어갈까싶을 정도로 대단하네요.
459,-1,날아 가는게 군계 일학이네... 홧팅~~
460,-1,안티들이 삼전 살때는 십만전자구만우일때 ㅋㅋ
461,-1,외계인.. 오늘도 한반도에 대거 침입..
462,1,"삼성전자, 내년 6월 S펜 장착한 갤럭시Z 폴드3 출시... 노트는 단종ㅋ 대박  ㅊㅊ   ㅋㅋ"
463,-1,아...10년 전에 삼성전자 사둘걸 (10년후) 아.. 10년전에 삼성전자 사둘걸
464,-1,화웨이 죽이기가 이재용 죽이기보다 세네..
465,1,내 벨류에이션에 의하면 삼전은 여전히 저평가임 국내주식 다 정리하고 미국넘어갔는데 삼전만은 남겨놨지ㅎㅎ
466,0,그동안 쌓였던 힘이 엄청나긴하네 말 그대로 액분이후로 3년간 횡보한 힘이   한방에 터져서 올라가네 
467,1,바이오도 아닌데 불안하게  왜 이러는 건가 어차피  묻어 두자 생각 했는데  좀 무섭네요  7만 전자 되면 팔지 말지 좀 고민스러움
468,1,10월말부터 주식시작해서 삼전에 넣었는데   막 다른종목 10퍼 20퍼 30퍼 상한가 가는거보고   부럽다 딴데넣을까 했는데      ㅋㅋㅋㅋㅋㅋㅋㅋ꾸준히 야금야금올라가는게 미쳤내   수익률이 한달도 안됐는데 15퍼라니   감격이다 ㅠㅠ   
469,-1,주가 미쳤네.. ..
470,-1,412조 경이롭습니다. IMF때 4만원에 사서 6만원에 팔아 해외여행가신 분들?...
471,0,무슨일이죠?? 왜케 올라가는지아시는분ㅋㅋ 전 존버할꺼지만
472,-1,미쳤다 미쳤어
473,1,7만전자 가나요? 7만 오늘 찍나요?
474,1,삼전만 오르는 드르운 세상이 다시 왔네요... 굿
475,1,벌써 7만원 통과  됨 12월까진  얼마나 튀어  오를까나?   
476,1,아니 7만전자가 이렇게 빨리 다가온다고? 형들 천천히좀 가 제발
477,-1,오유에서 왔습니다. 잠깐 여기 앉았다  가겠습니다. 엣헴 
478,-1,미쳤다 ㅎㅎㅎ 수익율 60%%%%
479,-1,시초에 내려갈때 판 개미들 배아파뒤지는거 맞죠? ㅋㅋㅋ
480,1,푸근하네 계속추매 46 49 52 54 평단 올라도 주식수 늘어나는 재미 우리가 누고 삼전아이가 
481,-1,재용이 상속세어쩌냐?   ㅡ.ㅡ
482,-1,행님들 단기고점 삘왔다 69600~ 69800 전량매도  ㅋㅋㅋ 고마워잉~~  전 여기서 먹튀하고 나갈께요 삼전은 나중에 봐용
483,1,내가말햇지 7만전자 간다고
484,-1,100000 100000
485,-1,헉헉 무슨일이지? 재용사마 사랑해요
486,-1,재용이 상속세 걱정하지마라^^ 다내도 몇조있으니께 ㅋㅋㅋㅋㅋㅋ 너네랑같은줄알어?
487,1,야 올라서 좋은데 상속세 어쩌려고 그러지
488,1,쩌리였으면 이쯤에서 하차하는게 맞을듯한데 삼전이라 그냥 막연히 계속 들고있어도 안심된다
489,-1,와~~삼전 미쳤나????????~~~~~~~~~~~~~ 개꼬시기라하기엔~ 미쳤나?????????????????????? 마구올리네~ 얼마나 대퍽락시킬라거~~~~~~~~~~~~~~~~~ 쥑이네~~~~~~~~~~~~~
490,1,"배려ㅠ없는 정신나간 쓰래기들의ㅜ영업방해 공격 받을것  .. 나에게도ㅠ오는데 너에게 축복하는 이들에게는 내가 복을 내리고, 너를 저주하는 자에게는 내가 저주를 내리겠다. 세상의 모든 종족들이 너를 통하여 복을 받을 것이다.”   창12-3 "
491,-1,삼성 미친거야 개잡주만큼 변동성이 커지다니. 삼성으로 단타를 하는세상
492,1,형들 얼마에 팔까 66700원에 100개사서 25만원 넘게 벌고잇거든 7만원 넘으면 팔어 
493,1,오늘 7만전자가나? 설레이네 ㅎㅎㅎㅎ
494,1,망하는  것 보다는  72.000 전후에 총 매도하고  1년후에  매수하기를  반대하는 동지들이 있다면 꼭 한번 비호감에 투표 한번 요 
495,1,7만가즈앙 7성즌자
496,1,삼성이 거북이 처럼 기어가기 사작하면 토끼처럼 보이던 놈들 모조리 비집고  제끼고 씹어먹는다 아부지가 초단타 고수인데...  코로나때문에 많이 드셨다고...  나는 2년동안  삼성만붙들고 찌질로 살았는데... 2달만에 아버지 모두  번거보다  제가 더 많네요... 드디어 앞질렀어요... 결론 단타 아무리 많이해도 회사전망 믿고 실적과 회사에 투자한 사람들 과 비슥하거나...못이겨요...  단타분들이 장기투자지들  이기는방법은 정말 행운이 많이 따라야 하는것같아요
497,-1,십만전자 꿈은 현실로..
498,1,칠만 돌파해보자 칠만!!!!!!전!!!!!자!
499,-1,캬 존버의 힘이란 ㅋㅋㅋ 눈물 나는구먼 ㅋㅋ
500,1,팔아야되나요? 계속 가져가야 되나요?
501,-1,다들 평단가 어떻게 되요??? 제 평단가는 44700원
502,1,와 대박이다 진짜 7만전자 가네
503,-1,지렸다 무슨말이 더 필요하냐
504,1,캬하~ 미쳤다 미쳤어~ 7만 가즈아~~ 쭉쭉 가자~ 연말에 10만 찍자~~~ ㅎㅅㅎ
505,1,아니 어떡해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지금이라도 사야 돼? 
506,-1,삼성전자 하한가 가라 18알 지혼자 지랄~ 하한가 가라  썩은 전자  이런 종목 혼자 지수 빨아먹야
507,-1,우리 삼성전자 사랑해!!!!!
508,1,와 7만전자가네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꺼~~~~~~~~~~~~~~~~~~~~~~~~~~~~~억~~~~~~~~~~~~~~~~~~~~~~~~`
509,-1,액분전으로하면 이제 4백만원이네....ㅜ.ㅜ 33천원에 우리사주 받아서 9만원에 팔았었는데....
510,1,더사야되나여? 어어 하다  너무  오르네요 현제 구간에서 더 사도  되는지 .. 부탁드립니다..
511,1,지금 팔면 벤츠 한대값 나오는데.. 흠..행복하구만 껄껄껄~~~
512,-1,솔직히 TSMC는 이겨야지 말이되냐 기업가치가 하늘땅인데
513,1,7만 돌파  와
514,1,개대박이네 삼십만전자 다시 280만전자 10년후면 되는거냐
515,-1,잡주야? ㅋㅋㅋㅋ
516,-1,나스닥상장햇으면 800조일텐데 아직도싸다 ㄱㄱㅅ
517,1,단독) 삼성전자 로켓 사업 진출!   고객 주가 로켓트로 단박에 올려버려
518,-1,6만9천500원 5년 존버
519,1,코스닥 종목처럼 큰재미는없지만 믿고 맡기는 쌤송 
520,-1,인간의 광기.  내년에 숏나오면  조심들하슈. ㅎㅎ
521,0,"배려라곤 없는 정신나간 쓰레기들의 영업방해 폐끼치게 베푸는게ㅡ존재할것. 나는  온다 너에게 축복하는 이들에게는 내가 복을 내리고, 너를 저주하는 자에게는 내가 저주를 내리겠다. 세상의 모든 종족들이 너를 통하여 복을 받을 것이다.”  창12-3 "
522,-1,오늘이 그날같은데 쥐고양이생각하지들말구 ㅋㅋ
523,-1,호가창 얇은거봐라ㅋㅋㅋ 누가사고팔겠냐ㅋㅋ
524,1,"이재용 회장님 어쩔 ㅠㅠ 나 주가기 올라서 좋은데 헐 상속세 얼마나 뛰는거야 대박 ㅡㅡ,,"
525,-1,오늘 거래량터지고 개인이 다받겠구니..꼴보아하니 ㅋㅋ
526,1,광기부리면 안돼 형들 삼전은 길게 가야되는데 급등하면 급락오잖아
527,-1,3-4월 코로나때 갭투자하려다 삼전샀는데 둘다 올랐겠지만 갭투했음 보유세 왕창  삼전은 배당금 왕창
528,-1,와....칠만전자.. 지렸습니다.. 성님들~...
529,1,호가가 너무 적다 7만원까지 매물이 없어. 삼성이 이리 가볍다니
530,1,29살..삼성덕분에 처음으로 효도한다.. 엄마돈 2억 오만팔천에 박아놨는데 7만전자가 눈앞이네 ㅋㅋ 너무 고맙다 삼성
531,-1,삼성이 없어졌습니다 구만전자로 변경할려고... 팔만 전자로 개명하자고... 회사명을 구만전자로 변경하자는 이사님들의 안건까지 거론된답니다  이제 삼만 사만 오만 전자는 사라졌습니다 빠이빠이 자이?...사요나라...  십만 전자도 곧 오겠죠...
532,1,어짜피 평단 57000이라 푸근하다 내려도좋고 오르면 더좋고 ㅋㅋ
533,-1,행님들 696안오는건가? ㅋㅋ 692에서 일단 70%매도 삐뽀삐뽀  
534,-1,6만9천 물린 호구들 뒤질준비해라~~!! ㅋㄷㅋㄷ
535,1,7만에 다시살까 고민하지말고 지금 팔지마세요 ㅋㅋ
536,-1,흐른다 이제 내리나봐
537,1,"방금 1,000원 먹으러 들어온놈들 이제 디졌다. 7만전자 당연히 되는 흐름이었지?  너넨 이제 6만원 아래로 번지점프야"
538,1,대한민국의 자랑 ''삼성전자'' 나라 망한다고 질알하던 기레기랑 틀딱들 다 디졌냐??  56200에 매수해서 든든하다규~^^
539,1,진짜 7만전자 됐네 69500 찍고 숨고르기 하기사 일명 개잡주 들도 수십만원 호가하는 마당에 아무리 액면분할을 한 적이 있다 한들  삼성전자가 100불도 안한다고 하면  말도안된다고 할 일이지
540,-1,행님들 688깨지면 나머지 30%다 턴다 그럼 삼전게시판 잠시 빠이
541,-1,고점 치고 조정구간이네 행복 ㅋㅋ
542,-1,지수 다 빨아먹네 ㅋㅋ ㅋㅋㅋ 다 빨아서 어디에 있나 했더니 여기에
543,-1,아~떨려 팔아야 하나요 ?  가져 가야 하나요?
544,0,7만원에 털고나오면 또 후회한다 ㅋㅋㅋ ㅋㅋㅋ 6만원 전고가면 꺾일거라고 생각한 개미들 다털림 반만 팔아라
545,1,매수 해도 될까요?? 공부하고 있는 주린이입니다! 지금 매수 해도 될까요??
546,-1,전재산 올인! 차 바꾼다
547,1,삼성전자 주가 예언좀 추천 ㅡ 7만 찍고 횡보 비추 ㅡ 7만 찍고 폭락 후 다시 상승
548,-1,나라 망한다고 쥐랄들 하더니 기레기 틀딱들 시무룩~우리경제 승승장구 ~^^
549,1,전세계 1위 반도체 기업 갓 성 전 자
550,-1,국내 주식중 삼전만큼 하락폭 적은 주식 없지 ㅈㄴ 따수움
551,-1,행님들 아오 696이 아니라 100원만 낮출껄 695가 뭐야 100원때문에 300원 손해 ㅋㅋ 덴쟝 내 자존심 스크레치 크게 났는걸 
552,-1,외인들 왜 이래 얘들 정신나간 막 사모으네 뭔일이죠
553,-1,2000년 이후 매년 삼성전자 주주가 들었던 말   2000년) 삼성전자 살거면 주식 왜 하냐 2001년) 삼성전자 살거면 주식 왜 하냐 2002년) 삼성전자 살거면 주식 왜 하냐 2003년) 삼성전자 살거면 주식 왜 하냐 2004년) 삼성전자 살거면 주식 왜 하냐 2005년) 삼성전자 살거면 주식 왜 하냐 2006년) 삼성전자 살거면 주식 왜 하냐 2007년) 삼성전자 살거면 주식 왜 하냐 2008년) 삼성전자 살거면 주식 왜 하냐 2009년) 삼성전자 살거면 주식 왜 하냐 2010년) 삼성전자 살거면 주식 왜 하냐 2011년) 삼성전자 살거면 주식 왜 하냐 2012년) 삼성전자 살거면 주식 왜 하냐 2013년) 삼성전자 살거면 주식 왜 하냐 2014년) 삼성전자 살거면 주식 왜 하냐 2015년) 삼성전자 살거면 주식 왜 하냐 2016년) 삼성전자 살거면 주식 왜 하냐 2017년) 삼성전자 살거면 주식 왜 하냐 2018년) 삼성전자 살거면 주식 왜 하냐 2019년) 삼성전자 살거면 주식 왜 하냐   대망의 올해 2020년) 삼성전자 살거면 주식 왜 하냐
554,-1,이번에 물리믄 약도 없다 슈팅 나온거다 6만원 이하로 제자리 찾아갈 듯
555,1,8만5천 갈듯 ㅋ
556,1,불타기 몰빵!!!! 가즈아~~~
557,-1,상속세 우짜누 죽은 날짜 기준??
558,-1,삼전은투자여투기아녀 투기자는딴방가여
559,1,7만원 가즈아 삼성전자 내년에 기대된다 증말
560,-1,은행예금vs삼성전자예금 추천 ㅡ 은행 비추 ㅡ 삼성전자  댓글 ㅡ 삼성전자우
561,1,분명 말한다 이렇게 오르다가 주춤하거나 내려가면 내가말했지충들 슬금슬금 기어올라온다 ㅋㅋㅋ
562,-1,가슴이 웅장해진다. 웅장
563,1,푸하하하 48에1800주 10년 가자 푸하하하 
564,1,"어짜피 대만은 TSMC 제외하면 삼성이 다 이김 파운드리:TSMC,UMC 메모리:난야과기 모바일 프로세서: 미디어텍 디스플레이: AUO(벤큐) SSD: 라이트온/트랜센드/ADATA PC/노트북 완제품: ASUS, 기가바이트, 에이서, MSI 스마트폰: ASUS  이중에서 들어본 회사가 TSMC 말고 더 있음??? 근데 이걸 다 상대하면서 tsmc 제외하고 다 이기는 삼성 대단하긴 하네 ㅋㅋ"
565,0,커버링이구나 공매도 얘들 물량이 어미하네... 현금으로 사기만하면 10만 전자 되겠네요 놀랍도다 동학개미들힘 외인 이겼네
566,1,오늘로써 몰빵완료! 가즈아!!!!!
567,-1,야 멋지네 지지대 끝장 주고 횡보네 멋집니다
568,1,계속 오르는 놈이 장땡 총대장
569,1,7만전자 가즈아ㅏㅏ. 
570,-1,진짜 답은 삼전이네 하 답은 여기다
571,1,7만 고지가 눈앞 뚠뚠
572,1,지금이라도 사라 조정 크게 안온다
573,-1,아 행성묻었어! 아!
574,-1,우와 이거 엄청사고싶은데 꼬심을 당한건가?? 내가사거싶은 다른사람들도 마찬가지  뭐 삼성이라 그게 하락하는일은 없갰죠 ㅎㅎㅎ
575,-1,팔고싶지? 이럴때 더 사는거다 
576,-1,드디어.. 고점(69500) 찍었다 조심들 하세요
577,1,PER 30은 가야지 가자 좀 ㅋㅋ
578,-1,삼전에 80퍼묻어두고 나머지 20퍼로 단타치는거다 진짜든든그자체
579,-1,조졌다 소행성탔다. 1일 걸릴꺼 1주일은 걸리겠네 
580,-1,요즘 삼성에서 단타쳐도 돈벌겠어요 못들어 오신분들 하루 단타친다 생각하고  그냥 사심 몇만원은 버실듯....ㅜㅜ 
581,-1,삼성전자 같은 기업이 우리나라에서 또 나올 수 있을까. 이건희의 품질경영은 신의 한수였다. 꽃이 지고 나서야 봄인 줄 알았습니다.
582,1,호쟈의 연속 지금이 쌀때임
583,1,다시는 못볼 역사적 고점일수도있음 신고가는 이래서 무서워. 평균단가 세계랭커될수있음.
584,-1,ㄴ ㄴ
585,1,67천원에 사면 잘산 주식이 되어버렸네요 정말 삼성 대단합니다 저는 즘 떨어지면 살라고 그랬는데 너무 무섭게 올라서 못사겠어요 간이 너무 작아요 ㅠㅠ
586,1,행님들 689나머지 다 던졌어 삼전 행님들 감사해요 나중에 또 죠 밑에서 잡을 기회 오면 올께용 근데 솔까 580밑으로 잡은 행님들은 푸근하게 홀딩해도 되지 거긴 다시 안올 가격 확실 
587,1,미치겠다 그만올라라ㅜㅜ
588,-1,와 이걸 소행성이 묻어버리네 ㅋㅋ 아 ㅋㅋ
589,-1,삼성 7자 찍는거 보겠네 ㄷㄷㄷㄷ 이런날이 올줄 몰랐다
590,1,그럼..그러지..어디가냐..ㅋㅋ.ㅈ.개꼬니기구만.. 개박살내려고 개미 개코시기여~~ 좍좍빠지는겨~ 타이밍이..ㅋㅋ 오후에 볼만하것네 좍좍빠져라 나도좀 매수좀하게
591,1,특별배당호재 호재
592,1,물려도 삼성전자에 물리도된다 가감히 매수합시다
593,-1,전 개미는 삼성 매도해라 지수공룡은 조정 필수  떡락예상
594,1,신고가에 산 흑두루미 있냐? 깡따구하나는 대단하네.
595,1,핸들링예술이다 개미들 털고 가겠다는 심보.  종가엔 7만넘기겄다
596,-1,개미만 득실득실 더이상 오를수가 없다 오늘은 ㅋㅋㅋㅋㅋㅋㅋ
597,-1,64000존버중ㅋㅋ 내가오늘 갭상이라고 했제~ 폭락충+곱버스충 한강가즈아~ 불만없제~
598,1,"◆ 삼성전자(우): 강력매수신호: 보통주 갭 채우려, 우선주 급등 시점!  * 삼성전자(우): 강력매수신호: 보통주 갭 채우려, 우선주 급등 시점!  상속세 영향없어, 우선주 집중 매수중: 이젠 우선주 급등 타이밍!   1. 외국인: 특별배당 받겠다는 의지 피력: 배당만 1조 이상 받아가는 세력 임  1년간 약 6000만주 매도: 연말 특별 배당 받으려 매수 들어올 시점!  매도 물량의 절반인 3000만주를 재매수 해도 주가는 급등 가능!   2. 환율: 몇달전 환율 1280원에서 1115원으로 폭락, 외국인 환차익 매수 시점!  외국인: 올해 26조 매도후 4조 매수 들어옴: 환차익 생겨 적극 매수 당연!  약 22조 매수 여력: 계속 매수시 환율 더 떨어져 환차익 늘어남: 매수 강도 높아짐   3. 향후 3년간(2021~2023): 반도체 빅 사이클 호황: 실적 급증 예상돼, 선 매수 진입   실적 급증 예상 되면, 세력들은 3~6개월 먼저 매집 들어옴  -->삼성전자(우): 상속세 영향 없어, 우선주 매수로 상승 쉬어 질 것임   * 삼성전자(우): 보통주 보다 주가 저렴해, 우선주가 배당 약 15% 많아 유리!  -> 외국인: 1년치 특별배당+4분기 배당 받겠다는 뜻: 추가 매수 시점  -> 10년간 5~10배 상승 반복(챠트 참조): 안정적 수익 최고 종목! "
599,1,기관 완전 빡도네 거저 던져주고 앉아 있네 ㅡㅡ 아이고 속터져 남기고 가던지 지금 이 좋은 시장에 던져주고 가냐
600,1,감사..문정권.. 주식 2억 벌었어 .. 이제 매도 하고 맘편히 실란다..70000갈수도 있지만 내려가면  4-5  만..
601,-1,끝~~ 물~~
602,1,오늘부로 6만전자 졸업..  7만 전자다 .
603,0,얼라리요? 왜 내려와 이따가 점심먹고 다시 올라가겠지? ㅎㅎ
604,-1,흐른다 대피 단타만 
605,1,예전부터 궁금했는데 여기 이베스트 창구뭔가요? 왜 계속 1위먹나요?
606,1,"기관이 언제 맘돌려서 매수세로 전환하느냐 가 관건일듯 장기투자는 사실 걱정이 크게 없긴 합니다만,, 더 크게 멀리 빨리 가려면 기관도 합세해야.."
607,-1,삼성에서 단타를 하다니 이종목 그 무겁단 삼성 맞나요? 밑에서 주워먹는 이는 뭔가요? 외국인?
608,1,주린이 평단 55 수익 3천 넘었따ㅜㅜ 절대 안판다 7만전자 가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ
609,-1,전 삼전 없긴한데.. 기관 쓰레기네 ㅋㅋㅋㅋㅋ 증시가 크질 못하게 가두리로 가둬두고 팸.... 왜? 지들이 사기 비싸지니깐....
610,1,숨고르기하고 달린다 벨트매고있어
611,-1,지브랄타 상속세 땜시 휘청거리는  초겨울의 서늘함... 챠트는 63000 을 가르키고 대만 등 반도체세력은 맹추격해오고... 언제꺽일지모르는  시장이고... 겁없는 개미떼는 불나방되고... 아이고오~아이고~~ I go~ 어라... 옛날사람들도 영어할줄알았나벼~^^ 
612,1,지수3천갈려면삼전500만원보내면되 간단혀 지금시세론10만원
613,-1,[삭제된 게시물의 답글]그래서요 왜요 남의방에서 우습다
614,1,"이베스트, 한화투자 이놈들 또 시작이다. 자전거래로 앞을 막고있구나 그런다고 될 일 아니다."
615,1,7만전자를 넘어 10만전자 가자 7만전자를 넘어 10만전자 가자
616,1,코로나 이전에서  아직 많이 올라간것도 없는데 보는눈이 좀 있어야지
617,-1,니들  어쩐다냐.. 힘내..  용기를.. F
618,-1,기관이 팔지만 다시살것 비싸게 안타깝게도 ....
619,1,오늘 물량받지마라 매수타이밍아니다 개미들아!! 정신챙기라이~!!
620,1,"긴급] 무슨 호재가 오후와 내일엔 볼만할것  급등후 급락  반도체주...     코스피 과열  갑자기 급락  조정나올것   단기 급등부담   좀 쉬다가야  3000 가는거   주도주는  반도체,차,2차전지,화학"
621,1,특별배당금 받으려고 외인들 목표수량 확보를 위해  쌍끌이 매수하는구나 ㅎㅎ  1차 목표가 75000이상
